K,Mode,Time,ObjFun
9,3,0.002530,53.478817
9,0,0.000192,67.536217
9,1,0.000441,67.536217
9,2,0.002945,67.536217
9,3,0.002723,67.536217
9,0,0.000131,67.536217
9,1,0.000439,67.536217
9,2,0.002371,67.536217
9,3,0.008273,67.536217
9,0,0.000131,67.536217
9,1,0.000447,67.536217
9,2,0.002515,67.536217
9,3,0.007382,67.536217
9,0,0.000290,54.621086
9,1,0.000463,54.621086
9,2,0.002557,54.621086
9,3,0.013273,54.621086
9,0,0.000163,54.621086
9,1,0.001413,54.621086
9,2,0.002561,54.621086
9,3,0.012035,54.621086
9,0,0.000313,59.861732
9,1,0.000488,59.861732
9,2,0.003826,59.861732
9,3,0.003575,59.861732
9,0,0.000285,59.861732
9,1,0.000492,59.861732
9,2,0.003951,59.861732
9,3,0.008072,59.861732
9,0,0.000160,59.861732
9,1,0.002589,59.861732
9,2,0.004143,59.861732
9,3,0.009217,59.861732
9,0,0.000152,56.068642
9,1,0.002200,56.068642
9,2,0.003400,56.068642
9,3,0.019341,56.068642
9,0,0.000149,56.068642
9,1,0.002221,56.068642
9,2,0.003248,56.068642
9,3,0.010468,56.068642
9,0,0.000344,56.068642
9,1,0.000522,56.068642
9,2,0.003189,56.068642
9,3,0.005459,56.068642
9,0,0.000136,63.809082
9,1,0.000433,63.809082
9,2,0.007968,63.809082
9,3,0.006596,63.809082
9,0,0.000146,63.809082
9,1,0.002750,63.809082
9,2,0.009688,63.809082
9,3,0.010999,63.809082
9,0,0.000159,67.536232
9,1,0.000496,67.536232
9,2,0.002573,67.536232
9,3,0.003821,67.536232
9,0,0.000110,67.536232
9,1,0.002727,67.536232
9,2,0.002534,67.536232
9,3,0.005887,67.536232
9,0,0.000216,67.536232
9,1,0.000430,67.536232
9,2,0.002778,67.536232
9,3,0.007273,67.536232
9,0,0.000128,55.503944
9,1,0.002767,55.503944
9,2,0.003321,55.503944
9,3,0.004939,55.503944
9,0,0.000155,55.503944
9,1,0.000457,55.503944
9,2,0.003412,55.503944
9,3,0.003992,55.503944
9,0,0.000300,679.583923
9,1,0.002193,679.583923
9,2,0.002490,679.583923
9,3,0.005306,679.583923
9,0,0.000347,679.583923
9,1,0.002072,679.583923
9,2,0.002685,679.583923
9,3,0.004646,679.583923
9,0,0.000346,679.583923
9,1,0.000533,679.583923
9,2,0.002409,679.583923
9,3,0.003868,679.583923
9,0,0.000204,67.536224
9,1,0.000471,67.536224
9,2,0.004331,67.536224
9,3,0.004025,67.536224
9,0,0.000122,67.536224
9,1,0.000446,67.536224
9,2,0.003877,67.536224
9,3,0.003916,67.536224
9,0,0.000127,59.861752
9,1,0.000468,59.861752
9,2,0.003987,59.861752
9,3,0.005074,59.861752
9,0,0.000162,59.861752
9,1,0.002847,59.861752
9,2,0.004141,59.861752
9,3,0.002510,59.861752
9,0,0.000134,59.861752
9,1,0.004616,59.861752
9,2,0.004168,59.861752
9,3,0.002948,59.861752
9,0,0.000127,55.834049
9,1,0.001943,55.834049
9,2,0.003283,55.834049
9,3,0.006452,55.834049
9,0,0.000124,55.834049
9,1,0.002330,55.834049
9,2,0.003270,55.834049
9,3,0.011039,55.834049
9,0,0.000122,55.834049
9,1,0.002670,55.834049
9,2,0.003333,55.834049
9,3,0.009204,55.834049
10,0,0.000199,58.897198
10,1,0.000486,58.897198
10,2,0.003575,58.897198
10,3,0.004856,58.897198
10,0,0.000175,58.897198
10,1,0.000421,58.897198
10,2,0.003765,58.897198
10,3,0.003993,58.897198
10,0,0.000136,54.769218
10,1,0.002261,54.769218
10,2,0.003895,54.769218
10,3,0.021100,54.769218
10,0,0.000137,54.769218
10,1,0.002727,54.769218
10,2,0.004301,54.769218
10,3,0.003341,54.769218
10,0,0.000326,54.769218
10,1,0.000450,54.769218
10,2,0.004363,54.769218
10,3,0.015840,54.769218
10,0,0.000183,63.099392
10,1,0.000435,63.099392
10,2,0.004310,63.099392
10,3,0.007599,63.099392
10,0,0.000214,63.099392
10,1,0.002286,63.099392
10,2,0.004160,63.099392
10,3,0.007320,63.099392
10,0,0.000413,48.986340
10,1,0.000576,48.986340
10,2,0.007710,48.986340
10,3,0.006973,48.986340
10,0,0.000302,48.986340
10,1,0.001415,48.986340
10,2,0.007207,48.986340
10,3,0.014607,48.986340
10,0,0.000283,48.986340
10,1,0.000552,48.986340
10,2,0.007105,48.986340
10,3,0.008859,48.986340
10,0,0.000092,67.536232
10,1,0.002983,67.536232
10,2,0.002965,67.536232
10,3,0.004257,67.536232
10,0,0.000093,67.536232
10,1,0.002253,67.536232
10,2,0.002407,67.536232
10,3,0.001988,67.536232
10,0,0.000159,55.536873
10,1,0.002471,55.536873
10,2,0.002808,55.536873
10,3,0.002848,55.536873
10,0,0.000159,55.536873
10,1,0.000876,55.536873
10,2,0.002711,55.536873
10,3,0.003071,55.536873
10,0,0.000174,55.536873
10,1,0.002392,55.536873
10,2,0.003363,55.536873
10,3,0.004515,55.536873
10,0,0.000120,67.536240
10,1,0.000429,67.536240
10,2,0.003374,67.536240
10,3,0.003193,67.536240
10,0,0.000084,67.536240
10,1,0.002157,67.536240
10,2,0.002568,67.536240
10,3,0.005365,67.536240
10,0,0.000146,67.536240
10,1,0.000430,67.536240
10,2,0.002986,67.536240
10,3,0.003856,67.536240
10,0,0.000130,63.508541
10,1,0.002767,63.508541
10,2,0.003416,63.508541
10,3,0.003703,63.508541
10,0,0.000116,63.508541
10,1,0.002499,63.508541
10,2,0.003886,63.508541
10,3,0.004796,63.508541
10,0,0.000179,60.913486
10,1,0.001997,60.913486
10,2,0.003259,60.913486
10,3,0.009625,60.913486
10,0,0.000159,60.913486
10,1,0.002549,60.913486
10,2,0.003334,60.913486
10,3,0.008472,60.913486
10,0,0.000138,60.913486
10,1,0.004683,60.913486
10,2,0.003914,60.913486
10,3,0.004627,60.913486
10,0,0.000178,59.940784
10,1,0.000492,59.940784
10,2,0.003574,59.940784
10,3,0.003693,59.940784
10,0,0.000178,59.940784
10,1,0.002175,59.940784
10,2,0.003385,59.940784
10,3,0.002842,59.940784
10,0,0.000412,63.511990
10,1,0.000551,63.511990
10,2,0.005574,63.511990
10,3,0.005416,63.511990
10,0,0.000231,63.511990
10,1,0.004598,63.511990
10,2,0.005647,63.511990
10,3,0.006660,63.511990
10,0,0.000136,56.029354
10,1,0.000619,56.029354
10,2,0.003284,56.029354
10,3,0.003578,56.029354
10,0,0.000136,56.029354
10,1,0.002824,56.029354
10,2,0.003555,56.029354
10,3,0.003348,56.029354
10,0,0.000135,56.029354
10,1,0.002401,56.029354
10,2,0.003330,56.029354
10,3,0.003314,56.029354
