K,Mode,Time,ObjFun
4,3,1.508095,7088.893555
4,0,0.051636,7088.898926
4,1,0.013189,7088.898926
4,2,0.157754,7088.898926
4,3,0.074729,7088.898926
4,0,0.039453,7088.893555
4,1,0.013643,7088.893555
4,2,0.168245,7088.893555
4,3,0.107733,7088.893555
4,0,0.033769,7088.898926
4,1,0.005359,7088.898926
4,2,0.258598,7088.898926
4,3,0.161076,7088.898926
4,0,0.099734,127765.78125
4,1,0.010148,127765.78125
4,2,0.156793,127765.78125
4,3,0.132521,127765.78125
4,0,0.058957,7088.918457
4,1,0.013716,7088.918457
4,2,0.159804,7088.918457
4,3,0.150142,7088.918457
4,0,0.025044,7088.92041
4,1,0.005034,7088.92041
4,2,0.123052,7088.92041
4,3,0.090821,7088.92041
4,0,0.031802,7088.898926
4,1,0.009478,7088.898926
4,2,0.218441,7088.898926
4,3,0.118273,7088.898926
4,0,0.032744,7088.893066
4,1,0.009881,7088.893066
4,2,0.118364,7088.893066
4,3,0.16255,7088.893066
4,0,0.02355,71084.351562
4,1,0.013148,71084.351562
4,2,0.171906,71084.351562
4,3,0.100581,71084.351562
4,0,0.021,7088.918457
4,1,0.005025,7088.918457
4,2,0.22318,7088.918457
4,3,0.15076,7088.918457
4,0,0.033156,7088.899414
4,1,0.015004,7088.899414
4,2,0.644551,7088.899414
4,3,0.630449,7088.899414
4,0,0.009487,7088.896484
4,1,0.017127,7088.896484
4,2,0.124415,7088.896484
4,3,0.075231,7088.896484
4,0,0.183323,70518.742188
4,1,0.004463,70518.742188
4,2,0.196584,70518.742188
4,3,0.110668,70518.742188
4,0,0.024719,7088.899414
4,1,0.004994,7088.899414
4,2,0.231023,7088.899414
4,3,0.140691,7088.899414
4,0,0.091375,70490.117188
4,1,0.009683,70490.117188
4,2,1.23389,70490.117188
4,3,0.72891,70490.117188
5,0,0.194234,6510.79248
5,1,0.014406,6510.79248
5,2,1.027096,6510.79248
5,3,1.545635,6510.79248
5,0,0.098062,6522.547363
5,1,0.014298,6522.547363
5,2,0.438498,6522.547363
5,3,0.273584,6522.547363
5,0,0.172106,6493.884277
5,1,0.014405,6493.884277
5,2,1.219833,6493.884277
5,3,0.91853,6493.884277
5,0,0.114083,69928.164062
5,1,0.01421,69928.164062
5,2,0.641694,69928.164062
5,3,0.193134,69928.164062
5,0,0.097078,6507.626465
5,1,0.014591,6507.626465
5,2,0.728212,6507.626465
5,3,0.45843,6507.626465
5,0,0.186544,6494.563965
5,1,0.015809,6494.563965
5,2,0.725038,6494.563965
5,3,0.569116,6494.563965
5,0,0.027832,7088.898926
5,1,0.005418,7088.898926
5,2,0.121168,7088.898926
5,3,0.098068,7088.898926
5,0,0.160929,70490.117188
5,1,0.014361,70490.117188
5,2,1.341457,70490.117188
5,3,0.542508,70490.117188
5,0,0.02196,7088.899414
5,1,0.014032,7088.899414
5,2,0.154718,7088.899414
5,3,0.148592,7088.899414
5,0,0.198178,6501.445312
5,1,0.005599,6501.445312
5,2,0.805605,6501.445312
5,3,1.123876,6501.445312
5,0,0.13102,70490.070312
5,1,0.014081,70490.070312
5,2,0.863728,70490.070312
5,3,0.454543,70490.070312
5,0,0.162117,6509.518066
5,1,0.014556,6509.518066
5,2,0.158148,6509.518066
5,3,0.120804,6509.518066
5,0,0.384396,127326.195312
5,1,0.018486,127326.195312
5,2,0.185898,127326.195312
5,3,0.144404,127326.195312
5,0,0.022894,7088.904297
5,1,0.014405,7088.904297
5,2,1.082238,7088.904297
5,3,0.615386,7088.904297
5,0,0.020067,7088.918457
5,1,0.005979,7088.918457
5,2,0.81784,7088.918457
5,3,0.247402,7088.918457
5,0,0.166529,6501.444824
5,1,0.018389,6501.444824
5,2,0.157364,6501.444824
5,3,0.138863,6501.444824
5,0,0.034114,7088.898926
5,1,0.014233,7088.898926
5,2,0.192623,7088.898926
5,3,0.154257,7088.898926
5,0,0.025384,128325.75
5,1,0.008337,128325.75
5,2,0.309599,128325.75
5,3,0.157408,128325.75
5,0,0.203663,70518.523438
5,1,0.018464,70518.523438
5,2,1.219073,70518.523438
5,3,0.373999,70518.523438
5,0,0.091144,6528.723145
5,1,0.014468,6528.723145
5,2,0.739578,6528.723145
5,3,1.588276,6528.723145
6,0,0.322033,6538.09375
6,1,0.015103,6538.09375
6,2,1.773098,6538.09375
6,3,0.413264,6538.09375
6,0,0.152765,5932.228516
6,1,0.019534,5932.228516
6,2,1.343979,5932.228516
6,3,1.305306,5932.228516
6,0,0.201242,6512.312988
6,1,0.006951,6512.312988
6,2,0.195292,6512.312988
6,3,0.742135,6512.312988
6,0,0.139813,6494.543945
6,1,0.007002,6494.543945
6,2,0.980646,6494.543945
6,3,0.93497,6494.543945
6,0,0.035987,7088.898926
6,1,0.016959,7088.898926
6,2,0.550354,7088.898926
6,3,0.627207,7088.898926
6,0,0.151135,5915.163574
6,1,0.007079,5915.163574
6,2,0.626,5915.163574
6,3,0.418538,5915.163574
6,0,0.239875,6493.871582
6,1,0.014974,6493.871582
6,2,2.069624,6493.871582
6,3,1.623421,6493.871582
6,0,0.020897,7088.92041
6,1,0.023955,7088.92041
6,2,0.133293,7088.92041
6,3,0.111956,7088.92041
6,0,0.138054,6507.610352
6,1,0.00627,6507.610352
6,2,1.042788,6507.610352
6,3,0.81758,6507.610352
6,0,0.148225,5950.62207
6,1,0.019449,5950.62207
6,2,0.854209,5950.62207
6,3,0.463149,5950.62207
6,0,0.193975,6526.569336
6,1,0.016564,6526.569336
6,2,0.866396,6526.569336
6,3,0.30867,6526.569336
6,0,0.178548,5941.85498
6,1,0.021262,5941.85498
6,2,0.64348,5941.85498
6,3,0.611718,5941.85498
6,0,0.170107,6493.867676
6,1,0.019281,6493.867676
6,2,0.555519,6493.867676
6,3,0.814922,6493.867676
6,0,0.222443,5944.436035
6,1,0.015234,5944.436035
6,2,0.913729,5944.436035
6,3,0.645968,5944.436035
6,0,0.340681,5920.835449
6,1,0.020018,5920.835449
6,2,1.591258,5920.835449
6,3,0.922929,5920.835449
6,0,0.097717,6110.236328
6,1,0.019371,6110.236328
6,2,1.212314,6110.236328
6,3,0.398057,6110.236328
6,0,0.260996,6501.458496
6,1,0.015125,6501.458496
6,2,0.170057,6501.458496
6,3,0.11058,6501.458496
6,0,0.173689,5916.439453
6,1,0.007894,5916.439453
6,2,0.554554,5916.439453
6,3,0.737195,5916.439453
6,0,0.229984,5913.942383
6,1,0.018847,5913.942383
6,2,1.995688,5913.942383
6,3,0.834196,5913.942383
6,0,0.173224,6494.561035
6,1,0.017635,6494.561035
6,2,0.719028,6494.561035
6,3,1.265018,6494.561035
7,0,0.20514,5547.743164
7,1,0.018482,5547.743164
7,2,0.747415,5547.743164
7,3,0.587483,5547.743164
7,0,0.252221,5924.11084
7,1,0.015766,5924.11084
7,2,0.649403,5924.11084
7,3,1.228829,5924.11084
7,0,0.225953,6523.248535
7,1,0.015743,6523.248535
7,2,0.715195,6523.248535
7,3,0.614861,6523.248535
7,0,0.308178,5945.96875
7,1,0.017353,5945.96875
7,2,1.152036,5945.96875
7,3,0.52285,5945.96875
7,0,0.236754,5959.380371
7,1,0.017352,5959.380371
7,2,0.762217,5959.380371
7,3,0.541043,5959.380371
7,0,0.303431,5950.621094
7,1,0.016006,5950.621094
7,2,0.597351,5950.621094
7,3,0.352535,5950.621094
7,0,0.176788,6501.455566
7,1,0.019129,6501.455566
7,2,0.830591,6501.455566
7,3,0.757943,6501.455566
7,0,0.227983,5559.416992
7,1,0.016841,5559.416992
7,2,1.799357,5559.416992
7,3,0.434692,5559.416992
7,0,0.259809,5952.507324
7,1,0.018687,5952.507324
7,2,0.974135,5952.507324
7,3,0.639056,5952.507324
7,0,0.431639,69934.578125
7,1,0.018284,69934.578125
7,2,0.87333,69934.578125
7,3,1.088665,69934.578125
7,0,0.227127,6494.541016
7,1,0.00765,6494.541016
7,2,0.7185,6494.541016
7,3,0.606287,6494.541016
7,0,0.170979,6494.458496
7,1,0.016816,6494.458496
7,2,0.454838,6494.458496
7,3,0.324437,6494.458496
7,0,0.228085,5961.48584
7,1,0.01971,5961.48584
7,2,1.53969,5961.48584
7,3,0.428169,5961.48584
7,0,0.168254,5936.881348
7,1,0.016652,5936.881348
7,2,0.622305,5936.881348
7,3,0.437123,5936.881348
7,0,0.364294,5928.521484
7,1,0.007577,5928.521484
7,2,1.279971,5928.521484
7,3,0.292478,5928.521484
7,0,0.295538,5935.105957
7,1,0.025397,5935.105957
7,2,0.553873,5935.105957
7,3,0.345581,5935.105957
7,0,0.273994,6523.254883
7,1,0.021546,6523.254883
7,2,1.580832,6523.254883
7,3,1.937138,6523.254883
7,0,0.172758,6494.374512
7,1,0.021541,6494.374512
7,2,5.182754,6494.374512
7,3,1.423594,6494.374512
7,0,0.385177,5935.084961
7,1,0.017355,5935.084961
7,2,1.266346,5935.084961
7,3,0.967583,5935.084961
7,0,0.300936,5914.413574
7,1,0.020429,5914.413574
7,2,1.286894,5914.413574
7,3,0.541141,5914.413574
8,0,0.293931,5529.60791
8,1,0.027149,5529.60791
8,2,1.875196,5529.60791
8,3,0.866447,5529.60791
8,0,0.286542,6129.019531
8,1,0.02805,6129.019531
8,2,0.90908,6129.019531
8,3,0.488432,6129.019531
8,0,0.456141,5950.647949
8,1,0.017837,5950.647949
8,2,1.508519,5950.647949
8,3,1.163506,5950.647949
8,0,0.209136,6110.276367
8,1,0.016291,6110.276367
8,2,1.510507,6110.276367
8,3,0.308872,6110.276367
8,0,0.315997,5936.881348
8,1,0.016503,5936.881348
8,2,1.196666,5936.881348
8,3,0.702007,5936.881348
8,0,0.52823,5530.893066
8,1,0.016778,5530.893066
8,2,1.312291,5530.893066
8,3,0.924579,5530.893066
8,0,0.242556,5532.124023
8,1,0.021074,5532.124023
8,2,1.400383,5532.124023
8,3,0.624722,5532.124023
8,0,0.126797,5549.204102
8,1,0.0086,5549.204102
8,2,1.680911,5549.204102
8,3,0.626386,5549.204102
8,0,0.671837,5365.948242
8,1,0.016873,5365.948242
8,2,0.559436,5365.948242
8,3,0.386075,5365.948242
8,0,0.242663,5912.60498
8,1,0.016347,5912.60498
8,2,0.892819,5912.60498
8,3,0.369081,5912.60498
8,0,0.212163,5959.831543
8,1,0.016447,5959.831543
8,2,0.964156,5959.831543
8,3,0.413661,5959.831543
8,0,0.377388,5917.96875
8,1,0.017034,5917.96875
8,2,1.377556,5917.96875
8,3,0.679429,5917.96875
8,0,0.410651,5936.445312
8,1,0.007577,5936.445312
8,2,1.336076,5936.445312
8,3,0.533763,5936.445312
8,0,0.132825,5559.426758
8,1,0.01694,5559.426758
8,2,0.682944,5559.426758
8,3,1.227958,5559.426758
8,0,0.45962,5923.341797
8,1,0.016571,5923.341797
8,2,0.575744,5923.341797
8,3,0.847398,5923.341797
8,0,0.137236,5550.214355
8,1,0.053399,5550.214355
8,2,1.778148,5550.214355
8,3,1.186656,5550.214355
8,0,0.185219,6493.884766
8,1,0.016311,6493.884766
8,2,0.511309,6493.884766
8,3,0.803801,6493.884766
8,0,0.213078,5943.723145
8,1,0.007597,5943.723145
8,2,1.255755,5943.723145
8,3,0.776998,5943.723145
8,0,0.242017,6144.007324
8,1,0.02068,6144.007324
8,2,1.918177,6144.007324
8,3,1.261071,6144.007324
8,0,0.292345,6493.882324
8,1,0.02111,6493.882324
8,2,0.185135,6493.882324
8,3,0.098284,6493.882324
9,0,0.383687,4584.04834
9,1,0.022377,4584.04834
9,2,1.459057,4584.04834
9,3,0.629177,4584.04834
9,0,0.3933,6110.289062
9,1,0.017915,6110.289062
9,2,1.152339,6110.289062
9,3,0.747875,6110.289062
9,0,0.777422,6110.291504
9,1,0.018796,6110.291504
9,2,0.950782,6110.291504
9,3,0.398705,6110.291504
9,0,0.364768,4973.137695
9,1,0.022041,4973.137695
9,2,1.374595,4973.137695
9,3,0.942945,4973.137695
9,0,0.29258,5532.138184
9,1,0.017814,5532.138184
9,2,1.171593,5532.138184
9,3,0.555237,5532.138184
9,0,0.16742,4967.775391
9,1,0.026204,4967.775391
9,2,0.951604,4967.775391
9,3,0.550142,4967.775391
9,0,0.32586,6493.869141
9,1,0.018074,6493.869141
9,2,0.890678,6493.869141
9,3,0.394906,6493.869141
9,0,0.227131,5913.258301
9,1,0.021683,5913.258301
9,2,0.916086,5913.258301
9,3,0.625812,5913.258301
9,0,0.304722,5508.807617
9,1,0.017875,5508.807617
9,2,1.032273,5508.807617
9,3,0.415501,5508.807617
9,0,0.337361,5352.82666
9,1,0.030233,5352.82666
9,2,0.49012,5352.82666
9,3,0.3318,5352.82666
9,0,0.211429,5912.582031
9,1,0.021471,5912.582031
9,2,1.325012,5912.582031
9,3,0.680509,5912.582031
9,0,0.635113,5950.653809
9,1,0.018372,5950.653809
9,2,0.872194,5950.653809
9,3,0.591008,5950.653809
9,0,0.282072,5354.956055
9,1,0.018009,5354.956055
9,2,0.985616,5354.956055
9,3,0.457126,5354.956055
9,0,0.390041,4422.345215
9,1,0.022578,4422.345215
9,2,0.923102,4422.345215
9,3,0.794733,4422.345215
9,0,0.254137,5951.260742
9,1,0.018368,5951.260742
9,2,0.794152,5951.260742
9,3,0.4196,5951.260742
9,0,0.441267,5935.404297
9,1,0.018135,5935.404297
9,2,0.960681,5935.404297
9,3,0.378669,5935.404297
9,0,0.337918,5559.549805
9,1,0.026695,5559.549805
9,2,1.743809,5559.549805
9,3,1.447038,5559.549805
9,0,0.375468,5367.803711
9,1,0.018461,5367.803711
9,2,1.151096,5367.803711
9,3,0.819061,5367.803711
9,0,0.543753,5544.628418
9,1,0.026372,5544.628418
9,2,1.248155,5544.628418
9,3,1.102898,5544.628418
9,0,0.175087,5914.393066
9,1,0.01023,5914.393066
9,2,1.469548,5914.393066
9,3,1.061978,5914.393066
10,0,0.275984,5361.846191
10,1,0.01052,5361.846191
10,2,0.707923,5361.846191
10,3,0.533708,5361.846191
10,0,0.323351,4950.416504
10,1,0.023276,4950.416504
10,2,0.986398,4950.416504
10,3,0.497213,4950.416504
10,0,0.557875,5533.702148
10,1,0.01871,5533.702148
10,2,1.958255,5533.702148
10,3,0.972462,5533.702148
10,0,0.401349,5935.404785
10,1,0.018524,5935.404785
10,2,0.647545,5935.404785
10,3,0.755596,5935.404785
10,0,0.428346,5384.632324
10,1,0.026603,5384.632324
10,2,0.785064,5384.632324
10,3,0.579646,5384.632324
10,0,0.241036,5351.383789
10,1,0.022683,5351.383789
10,2,1.560242,5351.383789
10,3,1.004565,5351.383789
10,0,0.447808,5935.435547
10,1,0.018849,5935.435547
10,2,1.085128,5935.435547
10,3,0.437173,5935.435547
10,0,0.397052,4967.173828
10,1,0.018186,4967.173828
10,2,0.921734,4967.173828
10,3,0.747702,4967.173828
10,0,0.474104,4841.936035
10,1,0.018346,4841.936035
10,2,1.290208,4841.936035
10,3,0.811783,4841.936035
10,0,0.390422,5530.88916
10,1,0.019063,5530.88916
10,2,1.584575,5530.88916
10,3,3.348378,5530.88916
10,0,0.441486,6110.276855
10,1,0.01872,6110.276855
10,2,1.377962,6110.276855
10,3,0.640121,6110.276855
10,0,0.37919,5359.879395
10,1,0.022947,5359.879395
10,2,1.554427,5359.879395
10,3,0.627353,5359.879395
10,0,0.419035,5530.14209
10,1,0.018983,5530.14209
10,2,1.323969,5530.14209
10,3,0.824871,5530.14209
10,0,0.618262,4805.221191
10,1,0.010568,4805.221191
10,2,0.997699,4805.221191
10,3,0.533759,4805.221191
10,0,0.416764,4560.383301
10,1,0.022733,4560.383301
10,2,1.366561,4560.383301
10,3,0.400322,4560.383301
10,0,0.210961,5530.127441
10,1,0.022833,5530.127441
10,2,1.105955,5530.127441
10,3,0.502557,5530.127441
10,0,0.234663,5914.105957
10,1,0.018364,5914.105957
10,2,0.527212,5914.105957
10,3,0.542291,5914.105957
10,0,0.226167,5356.249023
10,1,0.022689,5356.249023
10,2,1.142644,5356.249023
10,3,0.510025,5356.249023
10,0,0.711243,5355.268555
10,1,0.009977,5355.268555
10,2,1.91836,5355.268555
10,3,0.44604,5355.268555
10,0,0.300109,5395.179688
10,1,0.026671,5395.179688
10,2,1.176875,5395.179688
10,3,0.880817,5395.179688
